shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month
15091,85.0,9.0,9.0,10.0,9.0,10.0,9.0,31,1.08
36143,,,,,,,,1,0.03
75595,,,,,,,,0,
53010,100.0,10.0,9.0,10.0,10.0,9.0,10.0,4,0.11
13343,80.0,9.0,8.0,10.0,10.0,9.0,7.0,2,0.03
5159,99.0,10.0,10.0,10.0,10.0,9.0,10.0,16,0.74
1747,80.0,10.0,10.0,10.0,6.0,10.0,10.0,1,0.1
76071,100.0,9.0,10.0,10.0,10.0,9.0,10.0,2,2.0
73881,95.0,10.0,10.0,10.0,10.0,10.0,10.0,11,1.51
39020,98.0,10.0,10.0,10.0,10.0,9.0,9.0,15,0.57
53386,90.0,9.0,9.0,10.0,9.0,9.0,9.0,26,0.84
42781,,,,,,,,0,
21057,90.0,10.0,8.0,10.0,10.0,10.0,9.0,2,1.82
46968,80.0,8.0,8.0,8.0,10.0,8.0,6.0,1,0.19
37317,91.0,9.0,9.0,10.0,10.0,10.0,9.0,87,4.2
54839,70.0,9.0,6.0,10.0,8.0,9.0,7.0,2,0.61
33306,84.0,9.0,8.0,10.0,10.0,10.0,9.0,5,0.41
1505,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.05
66928,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,0.94
11708,,,,,,,,0,
74583,,,,,,,,0,
37856,90.0,9.0,9.0,10.0,10.0,10.0,9.0,13,0.27
65502,95.0,9.0,10.0,10.0,10.0,10.0,9.0,11,0.47
49744,,,,,,,,0,
73968,80.0,8.0,10.0,8.0,10.0,10.0,8.0,1,0.21
25280,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.05
76754,98.0,10.0,10.0,10.0,10.0,9.0,9.0,21,5.0
65079,100.0,10.0,10.0,10.0,10.0,6.0,10.0,1,0.29
31445,98.0,10.0,10.0,10.0,10.0,9.0,10.0,25,0.73
6950,75.0,8.0,8.0,9.0,9.0,9.0,8.0,8,1.16
67915,95.0,10.0,9.0,10.0,10.0,10.0,9.0,25,0.88
63199,97.0,10.0,9.0,10.0,10.0,10.0,10.0,21,1.43
45229,96.0,10.0,9.0,10.0,10.0,9.0,10.0,13,0.69
29394,88.0,9.0,8.0,9.0,10.0,9.0,8.0,5,0.12
54739,,,,,,,,0,
25780,,,,,,,,0,
62358,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.78
38119,90.0,10.0,9.0,9.0,10.0,10.0,9.0,2,0.07
11380,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.1
71108,96.0,10.0,10.0,10.0,10.0,10.0,10.0,50,1.2
69261,,,,,,,,0,
66847,,,,,,,,0,
68538,72.0,10.0,7.0,10.0,10.0,9.0,9.0,5,1.35
44231,93.0,10.0,10.0,10.0,9.0,10.0,10.0,4,0.25
21880,,,,,,,,0,
12332,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
64568,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
60418,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.82
53467,99.0,10.0,10.0,10.0,10.0,9.0,10.0,19,0.56
30799,97.0,10.0,10.0,10.0,10.0,10.0,9.0,52,1.57
61542,93.0,10.0,10.0,10.0,10.0,10.0,9.0,22,6.23
34685,83.0,9.0,8.0,9.0,9.0,8.0,9.0,89,2.15
5115,90.0,9.0,9.0,9.0,10.0,9.0,9.0,70,4.38
70495,100.0,10.0,9.0,10.0,10.0,9.0,9.0,2,0.32
14440,,,,,,,,0,
35401,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.45
16042,90.0,9.0,9.0,9.0,9.0,9.0,8.0,6,2.17
59937,85.0,9.0,8.0,9.0,10.0,9.0,9.0,8,1.43
20078,98.0,10.0,9.0,10.0,10.0,9.0,10.0,12,2.69
46894,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,1.28
8489,,,,,,,,0,
25530,73.0,9.0,7.0,10.0,10.0,9.0,9.0,4,0.11
66662,,,,,,,,0,
28608,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.23
31034,94.0,10.0,10.0,10.0,10.0,10.0,9.0,20,4.29
62423,89.0,8.0,8.0,10.0,9.0,9.0,9.0,21,0.34
42522,93.0,10.0,9.0,9.0,10.0,9.0,9.0,93,1.31
65344,,,,,,,,0,
41253,20.0,2.0,4.0,2.0,2.0,6.0,2.0,1,1.0
21653,86.0,9.0,9.0,9.0,10.0,9.0,9.0,51,2.98
33757,,,,,,,,0,
61137,,,,,,,,0,
64265,100.0,10.0,10.0,9.0,10.0,10.0,10.0,9,0.51
16184,100.0,9.0,10.0,10.0,10.0,9.0,10.0,3,0.23
23656,,,,,,,,0,
64934,,,,,,,,0,
24897,,,,,,,,0,
18533,,,,,,,,0,
18866,,,,,,,,0,
61657,93.0,10.0,9.0,10.0,10.0,9.0,10.0,55,2.53
13290,87.0,9.0,9.0,10.0,10.0,9.0,9.0,4,2.79
45884,84.0,9.0,9.0,9.0,9.0,10.0,9.0,18,0.88
26867,96.0,10.0,10.0,10.0,10.0,10.0,9.0,58,1.71
10067,,,,,,,,0,
71611,100.0,9.0,10.0,10.0,10.0,10.0,10.0,5,0.11
59753,74.0,8.0,9.0,7.0,8.0,9.0,7.0,21,2.96
24914,88.0,9.0,9.0,9.0,10.0,9.0,9.0,23,0.78
35589,100.0,9.0,10.0,10.0,10.0,9.0,9.0,4,0.35
31594,91.0,10.0,9.0,10.0,10.0,10.0,10.0,47,2.0
11686,,,,,,,,0,
49432,93.0,10.0,10.0,10.0,10.0,9.0,9.0,6,0.16
36884,,,,,,,,1,0.04
62968,97.0,9.0,10.0,10.0,10.0,10.0,10.0,7,7.0
24823,,,,,,,,0,
28300,95.0,10.0,10.0,10.0,10.0,9.0,9.0,43,0.56
27492,89.0,9.0,9.0,9.0,9.0,9.0,9.0,11,1.49
62747,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7,0.89
7540,97.0,10.0,10.0,10.0,10.0,9.0,9.0,24,0.47
60579,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
11140,97.0,10.0,10.0,9.0,9.0,10.0,9.0,6,0.32
19923,,,,,,,,0,
2531,,,,,,,,0,
23201,93.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.16
68412,97.0,10.0,10.0,10.0,10.0,10.0,10.0,101,1.8
24997,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.2
10750,97.0,10.0,10.0,10.0,10.0,10.0,10.0,467,4.66
41163,,,,,,,,0,
68546,86.0,9.0,9.0,10.0,9.0,10.0,9.0,58,2.92
20727,,,,,,,,1,0.16
36062,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0
33155,,,,,,,,0,
13088,,,,,,,,0,
22312,93.0,9.0,10.0,10.0,10.0,10.0,10.0,6,1.08
20250,93.0,10.0,9.0,9.0,10.0,10.0,10.0,7,1.08
64267,97.0,9.0,10.0,10.0,10.0,10.0,9.0,7,0.18
8919,,,,,,,,0,
54668,96.0,10.0,8.0,10.0,10.0,9.0,9.0,10,1.42
46411,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.64
32518,,,,,,,,0,
782,,,,,,,,0,
11460,,,,,,,,2,1.25
36864,,,,,,,,0,
49458,96.0,10.0,9.0,10.0,10.0,10.0,10.0,70,1.78
40239,93.0,10.0,9.0,9.0,9.0,9.0,9.0,25,6.41
46066,98.0,10.0,10.0,10.0,10.0,10.0,10.0,8,5.33
16740,93.0,10.0,9.0,10.0,10.0,9.0,9.0,46,0.72
39123,,,,,,,,0,
40055,65.0,7.0,8.0,9.0,10.0,9.0,7.0,4,0.4
32644,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3,0.06
33612,89.0,9.0,9.0,9.0,10.0,9.0,9.0,37,3.87
71966,93.0,10.0,9.0,10.0,10.0,8.0,9.0,16,0.45
16541,,,,,,,,0,
38166,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.48
32808,71.0,8.0,8.0,7.0,9.0,7.0,7.0,11,2.77
54380,73.0,10.0,8.0,6.0,9.0,10.0,9.0,3,3.0
18175,100.0,9.0,8.0,10.0,10.0,10.0,9.0,4,0.07
69358,83.0,9.0,9.0,9.0,9.0,9.0,8.0,8,0.92
29378,89.0,9.0,8.0,9.0,9.0,9.0,9.0,44,2.3
52278,,,,,,,,0,
26882,90.0,9.0,9.0,10.0,10.0,8.0,9.0,21,1.2
47855,80.0,9.0,7.0,9.0,9.0,9.0,8.0,9,0.22
71037,,,,,,,,0,
37143,,,,,,,,0,
63321,96.0,9.0,8.0,9.0,9.0,9.0,9.0,5,0.18
53875,94.0,10.0,10.0,10.0,10.0,10.0,9.0,7,0.29
40481,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90,3.17
46201,95.0,9.0,10.0,10.0,10.0,10.0,10.0,35,4.47
25017,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0.17
56377,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,2.93
1944,80.0,9.0,7.0,9.0,10.0,8.0,8.0,3,0.13
54497,100.0,10.0,10.0,10.0,10.0,9.0,10.0,42,2.35
48802,,,,,,,,0,
23685,,,,,,,,0,
8408,,,,,,,,0,
42304,93.0,10.0,9.0,9.0,10.0,9.0,9.0,17,1.12
1326,,,,,,,,1,0.03
76899,92.0,10.0,9.0,9.0,10.0,9.0,9.0,35,0.78
23763,100.0,10.0,10.0,10.0,10.0,10.0,8.0,2,0.07
11794,,,,,,,,0,
64193,,,,,,,,0,
65928,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.68
2798,,,,,,,,1,0.14
55232,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.18
45335,100.0,10.0,10.0,10.0,10.0,9.0,10.0,6,2.61
16087,97.0,9.0,10.0,10.0,10.0,10.0,10.0,24,4.65
62217,100.0,10.0,10.0,9.0,10.0,10.0,10.0,2,0.12
68205,,,,,,,,0,
39324,,,,,,,,0,
44243,97.0,10.0,10.0,10.0,10.0,9.0,9.0,13,1.7
59727,98.0,10.0,10.0,10.0,10.0,10.0,10.0,27,0.35
45568,93.0,10.0,9.0,10.0,10.0,10.0,9.0,19,1.67
37635,82.0,8.0,8.0,10.0,9.0,9.0,8.0,27,0.79
32596,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,2.73
61346,93.0,9.0,8.0,9.0,10.0,10.0,9.0,12,2.34
67140,91.0,9.0,9.0,9.0,9.0,10.0,9.0,7,3.68
27952,100.0,10.0,10.0,10.0,10.0,10.0,10.0,18,0.93
55996,100.0,10.0,10.0,10.0,10.0,10.0,10.0,44,4.58
50492,,,,,,,,0,
59555,,,,,,,,0,
30237,88.0,9.0,9.0,9.0,10.0,9.0,9.0,33,1.63
64665,90.0,9.0,10.0,9.0,9.0,9.0,9.0,25,0.34
7448,94.0,10.0,10.0,10.0,10.0,9.0,10.0,13,0.32
1488,,,,,,,,0,
33798,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.36
53359,84.0,9.0,9.0,9.0,10.0,9.0,9.0,15,2.12
35420,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.25
71070,,,,,,,,0,
20466,92.0,10.0,10.0,10.0,9.0,9.0,9.0,21,1.64
27442,,,,,,,,0,
59660,,,,,,,,0,
28231,93.0,9.0,9.0,10.0,9.0,10.0,9.0,3,0.58
5582,97.0,10.0,10.0,10.0,10.0,10.0,9.0,66,1.97
15010,100.0,10.0,10.0,10.0,10.0,10.0,10.0,47,4.48
41870,,,,,,,,0,
10884,,,,,,,,0,
53831,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,1.95
53652,,,,,,,,0,
32014,97.0,10.0,10.0,10.0,9.0,10.0,10.0,13,0.34
29653,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.44
37223,,,,,,,,1,0.45
55561,85.0,9.0,8.0,9.0,9.0,8.0,8.0,23,1.81
19697,,,,,,,,1,0.02
44347,94.0,10.0,9.0,9.0,9.0,9.0,9.0,120,1.72
37785,80.0,8.0,7.0,9.0,10.0,10.0,8.0,7,0.12
56344,99.0,10.0,10.0,10.0,10.0,10.0,10.0,38,2.21
28739,,,,,,,,1,1.0
53412,94.0,9.0,10.0,10.0,10.0,10.0,10.0,17,0.43
29842,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.18
42938,100.0,10.0,10.0,10.0,8.0,8.0,8.0,1,0.55
39818,99.0,10.0,10.0,10.0,10.0,10.0,10.0,73,3.58
63541,87.0,9.0,8.0,10.0,10.0,9.0,9.0,40,2.7
68626,90.0,9.0,9.0,10.0,10.0,10.0,9.0,8,0.38
39491,,,,,,,,0,
54438,,,,,,,,0,
11601,89.0,9.0,9.0,9.0,10.0,9.0,8.0,7,1.04
19292,96.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0.36
296,,,,,,,,0,
3948,80.0,10.0,8.0,8.0,8.0,8.0,8.0,1,0.04
31055,,,,,,,,0,
599,,,,,,,,0,
36944,40.0,6.0,2.0,2.0,2.0,6.0,4.0,1,0.18
41457,98.0,10.0,9.0,10.0,10.0,10.0,10.0,25,1.94
66760,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0
22071,,,,,,,,0,
34065,92.0,9.0,10.0,9.0,10.0,10.0,9.0,5,0.37
66680,100.0,10.0,10.0,10.0,10.0,8.0,6.0,1,1.0
69301,95.0,9.0,9.0,10.0,10.0,10.0,10.0,365,5.36
52230,94.0,10.0,10.0,10.0,10.0,9.0,9.0,13,2.52
38615,,,,,,,,0,
15800,,,,,,,,0,
21839,93.0,9.0,9.0,9.0,9.0,10.0,9.0,20,1.21
49331,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199,2.72
30034,,,,,,,,1,0.03
65468,87.0,10.0,9.0,10.0,9.0,9.0,9.0,3,0.88
69387,100.0,10.0,10.0,10.0,9.0,10.0,10.0,2,0.09
59123,97.0,10.0,8.0,10.0,10.0,10.0,10.0,6,1.07
17144,84.0,9.0,8.0,9.0,9.0,9.0,9.0,42,1.08
49640,,,,,,,,0,
64011,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.09
61924,,,,,,,,0,
49234,94.0,10.0,9.0,9.0,10.0,9.0,9.0,18,0.44
34002,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.12
43925,60.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03
9870,70.0,6.0,5.0,9.0,10.0,10.0,6.0,2,0.1
6241,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,1.53
22566,99.0,10.0,10.0,10.0,10.0,9.0,9.0,15,0.73
34845,96.0,10.0,9.0,10.0,10.0,10.0,10.0,5,0.14
47633,,,,,,,,0,
71072,,,,,,,,0,
65962,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.2
74354,86.0,9.0,9.0,9.0,9.0,8.0,9.0,112,2.56
34012,90.0,9.0,10.0,10.0,10.0,10.0,9.0,5,0.58
11668,80.0,8.0,8.0,7.0,8.0,9.0,8.0,2,0.92
69503,96.0,9.0,10.0,10.0,10.0,10.0,9.0,51,2.63
34939,90.0,10.0,8.0,10.0,10.0,9.0,9.0,6,0.13
75600,89.0,9.0,9.0,10.0,9.0,9.0,9.0,87,4.2
16759,100.0,10.0,10.0,,10.0,,,1,0.04
72038,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.54
18858,,,,,,,,0,
28747,95.0,10.0,9.0,10.0,10.0,10.0,10.0,5,0.19
52172,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.52
2084,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.06
32277,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,5.12
2335,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.24
32293,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,2.43
46688,,,,,,,,0,
38084,97.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.08
40583,96.0,10.0,10.0,10.0,10.0,9.0,10.0,56,0.69
38628,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.07
71746,89.0,9.0,10.0,10.0,9.0,9.0,9.0,7,1.27
10021,,,,,,,,0,
44803,88.0,9.0,10.0,10.0,10.0,9.0,9.0,23,2.58
32187,82.0,9.0,8.0,10.0,9.0,9.0,9.0,11,2.05
12442,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.5
59250,,,,,,,,0,
12525,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,3.0
53555,85.0,9.0,9.0,9.0,9.0,9.0,9.0,63,4.28
20860,98.0,10.0,10.0,10.0,10.0,10.0,10.0,16,8.0
13291,92.0,10.0,10.0,9.0,9.0,9.0,9.0,52,2.45
27305,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7,1.96
21926,80.0,10.0,6.0,7.0,10.0,9.0,9.0,2,0.04
33988,93.0,9.0,9.0,10.0,10.0,10.0,10.0,3,0.28
57332,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
29505,100.0,8.0,10.0,10.0,10.0,10.0,8.0,1,0.28
8827,99.0,10.0,10.0,10.0,10.0,10.0,10.0,25,0.88
50493,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0
69880,96.0,10.0,10.0,10.0,10.0,10.0,10.0,27,1.66
36510,96.0,10.0,9.0,10.0,10.0,9.0,10.0,15,4.25
76634,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.09
9089,96.0,10.0,9.0,10.0,9.0,10.0,10.0,5,0.68
65809,100.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0.31
61111,,,,,,,,0,
56175,91.0,9.0,9.0,10.0,9.0,9.0,9.0,7,1.36
32947,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1,0.22
58550,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.81
60126,78.0,9.0,10.0,9.0,7.0,10.0,9.0,8,0.73
37412,100.0,10.0,9.0,10.0,10.0,10.0,10.0,2,1.03
56148,80.0,8.0,8.0,8.0,8.0,10.0,9.0,5,0.89
63016,78.0,8.0,9.0,8.0,8.0,10.0,8.0,40,10.53
6634,,,,,,,,0,
12781,90.0,9.0,10.0,10.0,10.0,10.0,9.0,2,0.45
74836,100.0,10.0,8.0,10.0,10.0,10.0,8.0,1,0.03
45668,93.0,10.0,10.0,10.0,10.0,10.0,9.0,55,4.07
10268,98.0,10.0,10.0,10.0,10.0,10.0,10.0,13,1.7
9477,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.08
13718,93.0,10.0,9.0,10.0,10.0,10.0,9.0,35,1.33
31893,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.73
61335,90.0,9.0,10.0,10.0,9.0,10.0,9.0,17,0.33
18829,96.0,10.0,10.0,10.0,10.0,10.0,9.0,181,2.7
69080,88.0,9.0,10.0,9.0,9.0,9.0,9.0,10,0.29
75638,90.0,10.0,10.0,9.0,10.0,10.0,10.0,3,0.32
42134,100.0,10.0,9.0,10.0,10.0,9.0,10.0,3,2.43
43444,100.0,10.0,9.0,10.0,10.0,10.0,9.0,9,0.21
39129,98.0,10.0,10.0,10.0,10.0,9.0,10.0,11,0.42
48965,95.0,9.0,9.0,10.0,10.0,10.0,10.0,40,0.98
30817,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.1
41443,95.0,10.0,10.0,8.0,9.0,9.0,10.0,4,0.79
50977,,,,,,,,0,
21021,98.0,10.0,10.0,10.0,10.0,10.0,9.0,10,0.16
35343,,,,,,,,0,
47143,,,,,,,,0,
16485,93.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.35
62038,97.0,9.0,10.0,10.0,10.0,9.0,10.0,8,2.76
931,88.0,10.0,9.0,10.0,10.0,10.0,10.0,5,3.33
4822,100.0,10.0,9.0,10.0,10.0,10.0,9.0,7,2.33
67152,67.0,7.0,5.0,10.0,9.0,9.0,9.0,4,0.22
21184,84.0,9.0,9.0,9.0,9.0,8.0,8.0,20,1.17
45833,93.0,10.0,8.0,9.0,10.0,10.0,9.0,6,0.24
38041,90.0,9.0,10.0,10.0,9.0,10.0,9.0,2,0.25
4266,75.0,8.0,9.0,8.0,8.0,8.0,7.0,5,0.23
10567,,,,,,,,0,
73609,,,,,,,,0,
6909,,,,,,,,0,
25499,,,,,,,,0,
51620,98.0,10.0,10.0,10.0,10.0,10.0,9.0,19,2.28
8332,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.12
8227,86.0,10.0,9.0,10.0,10.0,10.0,9.0,36,2.13
2369,100.0,10.0,10.0,10.0,10.0,10.0,9.0,5,2.88
74334,97.0,10.0,10.0,10.0,10.0,10.0,9.0,115,2.36
33024,,,,,,,,0,
85,98.0,10.0,10.0,10.0,10.0,10.0,10.0,17,0.57
72548,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.09
74813,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03
54977,,,,,,,,0,
71569,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.55
63497,100.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0.07
34026,60.0,10.0,8.0,4.0,8.0,10.0,8.0,1,1.0
73708,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.88
60572,99.0,10.0,10.0,10.0,10.0,10.0,10.0,14,5.75
69262,93.0,10.0,10.0,10.0,10.0,10.0,9.0,28,1.3
74717,60.0,4.0,6.0,10.0,10.0,10.0,4.0,1,0.22
68878,100.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.62
66554,98.0,10.0,10.0,10.0,10.0,10.0,10.0,37,2.39
8797,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.17
74444,92.0,9.0,9.0,10.0,9.0,9.0,9.0,6,0.14
29831,,,,,,,,0,
24556,,,,,,,,0,
5175,85.0,9.0,8.0,9.0,9.0,8.0,9.0,76,1.91
58533,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6,1.14
17408,96.0,10.0,10.0,10.0,10.0,10.0,10.0,44,3.17
28968,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.15
18736,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.1
59329,87.0,9.0,8.0,9.0,10.0,10.0,9.0,6,0.35
25243,94.0,9.0,10.0,9.0,9.0,9.0,10.0,11,0.21
14163,95.0,10.0,9.0,10.0,10.0,9.0,9.0,20,0.5
14692,,,,,,,,0,
41336,90.0,8.0,9.0,10.0,10.0,9.0,9.0,3,0.38
41134,80.0,9.0,10.0,9.0,9.0,10.0,9.0,3,0.76
33801,97.0,10.0,10.0,10.0,10.0,10.0,10.0,61,2.47
2266,98.0,10.0,10.0,10.0,10.0,9.0,10.0,21,0.25
39873,,,,,,,,0,
73805,,,,,,,,0,
2823,,,,,,,,1,0.02
33784,95.0,10.0,9.0,10.0,10.0,9.0,10.0,9,0.52
66655,,,,,,,,0,
36690,95.0,10.0,9.0,10.0,10.0,8.0,10.0,6,0.15
37936,95.0,9.0,10.0,10.0,10.0,10.0,9.0,68,1.53
57095,96.0,10.0,9.0,9.0,10.0,10.0,9.0,19,1.38
24418,,,,,,,,0,
17880,70.0,7.0,8.0,7.0,7.0,8.0,7.0,3,0.23
51360,,,,,,,,0,
7545,100.0,10.0,10.0,10.0,10.0,9.0,10.0,6,0.57
70293,96.0,10.0,9.0,10.0,10.0,9.0,9.0,5,0.2
34784,93.0,10.0,9.0,10.0,10.0,10.0,9.0,51,1.42
3399,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.25
52680,100.0,10.0,8.0,10.0,10.0,10.0,10.0,2,0.12
53134,,,,,,,,0,
20498,95.0,10.0,9.0,10.0,10.0,10.0,9.0,17,0.41
10187,86.0,9.0,9.0,10.0,10.0,9.0,9.0,7,0.18
16450,,,,,,,,1,0.18
29855,,,,,,,,0,
35121,,,,,,,,0,
8277,90.0,10.0,10.0,8.0,10.0,10.0,10.0,2,2.0
51724,93.0,9.0,9.0,9.0,9.0,9.0,9.0,6,0.86
13512,100.0,10.0,10.0,10.0,10.0,10.0,10.0,56,5.83
13176,,,,,,,,0,
7587,98.0,10.0,10.0,10.0,10.0,10.0,9.0,23,0.55
52661,89.0,10.0,9.0,10.0,9.0,10.0,9.0,21,1.05
23401,,,,,,,,0,
2648,85.0,9.0,8.0,9.0,9.0,9.0,9.0,61,1.25
60112,,,,,,,,0,
75251,90.0,9.0,10.0,9.0,10.0,10.0,9.0,2,2.0
50245,100.0,6.0,10.0,10.0,10.0,10.0,10.0,1,0.38
50100,,,,,,,,0,
24713,99.0,10.0,10.0,10.0,10.0,10.0,10.0,40,0.96
28085,98.0,10.0,10.0,10.0,10.0,9.0,10.0,26,2.8
66405,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.47
34603,,,,,,,,0,
