id,company_rating,company_location,total_fleet_count,iata_approved
20576,50%,Russian Federation,2.0,t
49150,100%,United Kingdom,2.0,t
46500,99%,Pakistan,73.0,f
46345,,,1.0,t
19606,100%,Mauritania,1.0,t
12323,,Sao Tome and Principe,1.0,t
34747,,Lebanon,3.0,t
43372,,,1.0,f
33903,,Togo,2.0,t
1948,63%,Rwanda,3.0,f
1048,0%,,1.0,f
44764,98%,Maldives,16.0,f
31314,100%,Guinea,4.0,t
41054,100%,Micronesia,1.0,t
5605,,,1.0,t
21545,,Turks and Caicos Islands,1.0,f
23452,100%,Philippines,4.0,f
36916,0%,Uzbekistan,1.0,f
6352,100%,,1.0,t
36722,100%,Philippines,17.0,f
49278,,Lebanon,1.0,t
42629,100%,Malawi,1.0,t
27164,100%,Brazil,2.0,f
33787,71%,,1.0,f
42416,97%,Puerto Rico,20.0,f
37972,,,1.0,f
11607,100%,Croatia,2.0,t
24331,100%,,3.0,t
16445,100%,,1.0,f
16465,,Greenland,1.0,f
35298,90%,Indonesia,8.0,t
22734,88%,Puerto Rico,1.0,f
1396,,Svalbard & Jan Mayen Islands,1.0,t
5771,98%,Vietnam,8.0,f
43042,100%,Niue,3.0,f
32203,100%,Barbados,176.0,f
48603,100%,Guinea,40.0,f
32763,100%,,10.0,f
41614,100%,Uzbekistan,2.0,f
3502,100%,Niue,1.0,f
26183,,Maldives,1.0,t
26218,80%,Russian Federation,1.0,t
47282,,Micronesia,1.0,t
40303,100%,Guinea,82.0,f
34784,60%,Faroe Islands,19.0,t
26078,,Reunion,1.0,t
20134,,,1.0,t
23034,99%,Monaco,54.0,f
8399,,Nauru,1.0,t
24033,100%,Uganda,45.0,f
49270,,Faroe Islands,1.0,f
43653,,,1.0,t
32203,100%,Barbados,176.0,f
6334,100%,Marshall Islands,3.0,f
25886,,France,1.0,f
34194,100%,,7.0,t
32850,,Uganda,1.0,f
6549,,Zimbabwe,1.0,t
24022,100%,Montserrat,3.0,f
20303,100%,,1.0,t
30958,,Ghana,1.0,f
32821,100%,,1.0,f
14779,,Jersey,1.0,t
7565,,Kiribati,1.0,f
11616,100%,Uzbekistan,12.0,t
48502,100%,Nicaragua,11.0,t
34083,100%,French Guiana,1.0,f
47115,,,1.0,t
47274,100%,Tonga,48.0,f
1692,100%,Jersey,15.0,t
1207,100%,Nicaragua,7.0,f
44966,100%,Guinea,21.0,f
45525,93%,Tonga,9.0,f
26674,77%,Uzbekistan,27.0,f
19396,100%,Mauritania,1.0,f
14839,,Uzbekistan,1.0,f
25252,,Congo,1.0,t
10649,,,1.0,f
16058,,Jersey,1.0,t
8355,87%,Togo,16.0,f
41706,100%,,1.0,f
28470,,,1.0,f
40473,100%,,1.0,f
48334,100%,Guinea,12.0,f
6317,,Bosnia and Herzegovina,1.0,t
27785,100%,Uzbekistan,58.0,f
47842,80%,Vanuatu,1.0,f
40412,97%,Netherlands,26.0,t
1824,100%,,4.0,t
27308,,,1.0,f
25525,90%,Faroe Islands,3.0,t
40421,96%,Jersey,29.0,t
29647,100%,Peru,1305.0,f
13304,100%,Cocos (Keeling) Islands,2.0,f
17614,100%,Marshall Islands,1.0,t
12395,100%,Tonga,1.0,f
19931,,,1.0,t
3921,98%,,14.0,f
6550,,Micronesia,1.0,f
47963,100%,,1.0,t
6300,33%,,1.0,t
4074,50%,Isle of Man,17.0,f
23416,100%,Guinea,1.0,f
8830,,United Kingdom,3.0,f
39500,100%,Monaco,2.0,f
20521,,,7.0,t
26889,100%,Indonesia,10.0,f
46768,100%,,1.0,f
12435,60%,Marshall Islands,1.0,f
38734,100%,,1.0,t
18077,100%,Sao Tome and Principe,139.0,f
6984,100%,Suriname,9.0,f
45701,100%,Nauru,2.0,f
8547,,Nicaragua,1.0,t
6948,,Costa Rica,1.0,f
33181,100%,,1.0,f
21264,100%,,1.0,t
40714,,,1.0,t
31466,100%,Uzbekistan,2.0,f
45899,93%,,1.0,f
19212,,Croatia,1.0,f
2687,,Uzbekistan,4.0,t
4966,,Estonia,1.0,f
43995,100%,,1.0,t
15414,,Afghanistan,1.0,t
26540,,Lebanon,1.0,f
27860,,Isle of Man,1.0,t
12711,,Niue,1.0,t
18925,,Philippines,1.0,f
8224,98%,Estonia,12.0,f
38095,100%,Malawi,2.0,f
33765,,,2.0,f
49559,,,1.0,t
35469,,Lebanon,1.0,f
7482,,,1.0,t
40628,0%,Sao Tome and Principe,2.0,t
36884,100%,Uzbekistan,1.0,f
9421,100%,,5.0,f
46321,,,1.0,f
1524,100%,Russian Federation,1.0,t
41093,100%,Tunisia,2.0,t
40990,100%,Nicaragua,2.0,f
2432,,,1.0,f
37225,,,1.0,f
18247,95%,Iran,80.0,t
28566,78%,Slovakia (Slovak Republic),79.0,t
28828,100%,Isle of Man,198.0,t
15928,,El Salvador,1.0,t
42101,100%,,2.0,f
32428,100%,Russian Federation,4.0,t
3911,100%,Andorra,1.0,f
20974,100%,Anguilla,3.0,f
23854,,Uzbekistan,15.0,f
21223,,Isle of Man,1.0,f
1235,,Ukraine,2.0,f
10361,100%,,4.0,f
33226,,Ecuador,14.0,f
48409,,Estonia,60.0,t
45425,100%,Mexico,1.0,t
44658,100%,,1.0,t
31781,95%,Guinea,6.0,f
8008,100%,Brazil,1.0,f
3655,,Uzbekistan,1.0,f
40049,100%,,2.0,f
15178,,United Kingdom,1.0,f
24416,,,1.0,t
4330,94%,Ukraine,60.0,t
24594,100%,Rwanda,14.0,f
35932,100%,,1.0,f
43321,100%,France,40.0,f
49549,,,35.0,f
33291,,Denmark,1.0,f
23261,86%,Jersey,2.0,f
13453,100%,Jersey,2.0,f
15978,100%,,2.0,f
11340,50%,,5.0,f
29647,100%,Peru,1305.0,f
38630,100%,Kiribati,2.0,t
19486,100%,,2.0,t
5316,,Lebanon,1.0,f
49783,,,1.0,t
6593,,,1.0,f
12629,,Tonga,1.0,f
30731,100%,,5.0,t
40364,100%,Tonga,25.0,f
28562,80%,Niger,1.0,t
28933,,Chad,3.0,t
2433,100%,Tonga,21.0,f
43510,,Chad,2.0,f
1604,100%,Tunisia,1.0,t
26533,,Kenya,1.0,t
25429,93%,Zimbabwe,3.0,f
15141,,,1.0,f
2386,90%,Mauritania,1.0,t
19635,,El Salvador,3.0,t
39527,100%,Vanuatu,2.0,f
48878,100%,,1.0,f
11395,50%,Nauru,1.0,f
21398,,Russian Federation,2.0,t
10261,,,1.0,f
38119,,,1.0,t
24775,97%,Montserrat,44.0,f
39879,80%,Guinea,2.0,t
6786,,Niue,1.0,t
15004,100%,Uzbekistan,88.0,f
14289,100%,,2.0,f
35343,100%,Cape Verde,1.0,t
4123,,Andorra,2.0,f
20147,90%,,2.0,f
45999,100%,,1.0,f
38807,,Indonesia,2.0,t
46217,100%,United Kingdom,4.0,f
35216,50%,Marshall Islands,1.0,t
29647,100%,Peru,1305.0,f
21724,,Sao Tome and Principe,3.0,t
44333,,,1.0,f
19675,,,1.0,t
48610,100%,Niue,3.0,f
32031,100%,Zimbabwe,1.0,t
5998,,Maldives,1.0,t
8583,90%,Venezuela,1.0,f
46894,100%,Malawi,2.0,t
4516,100%,,1.0,f
26741,,Philippines,1.0,t
9522,50%,Kenya,1.0,f
12147,,Afghanistan,1.0,t
43152,100%,Nicaragua,82.0,t
16367,,Guinea,1.0,t
10503,,Andorra,1.0,f
17322,95%,,30.0,f
16151,100%,Malta,1.0,t
29166,100%,Mauritania,3.0,f
24711,79%,,2.0,f
24179,100%,Faroe Islands,1.0,f
15497,100%,Jersey,1.0,f
20148,100%,Niue,1.0,t
47321,,Guinea,1.0,t
37293,92%,Russian Federation,15.0,f
11639,0%,Russian Federation,2.0,f
32446,33%,,2.0,f
28014,,Monaco,1.0,f
5625,,,1.0,t
13274,60%,,1.0,f
47435,,,2.0,f
3684,,,1.0,f
40266,100%,Netherlands,1.0,f
15741,100%,Cuba,14.0,f
49623,100%,Faroe Islands,1.0,f
9416,100%,Micronesia,1.0,t
10711,93%,Uganda,108.0,t
2549,100%,Russian Federation,3.0,f
16489,100%,Russian Federation,42.0,t
23153,100%,Gibraltar,2.0,t
46625,,Holy See (Vatican City State),1.0,f
45481,,Uzbekistan,1.0,f
49846,,French Guiana,1.0,f
8602,100%,,1.0,f
42557,100%,Niue,1.0,t
3946,96%,Anguilla,4.0,t
25637,100%,French Guiana,3.0,t
31416,100%,,2.0,f
39045,,,1.0,t
39414,86%,,1.0,t
30973,,Finland,1.0,f
44037,100%,Niue,1.0,f
48113,100%,Marshall Islands,1.0,f
7143,,El Salvador,1.0,f
36404,,,1.0,f
12625,,Indonesia,1.0,t
11094,,Marshall Islands,1.0,t
15560,,Turkmenistan,1.0,t
47438,,Kiribati,1.0,t
21474,100%,Niger,1.0,f
31816,,,1.0,f
39964,,Sao Tome and Principe,1.0,f
31780,,French Guiana,1.0,f
26154,100%,,1.0,f
9703,,,1.0,f
364,,,4.0,f
50056,100%,United Kingdom,1.0,f
28828,100%,Isle of Man,198.0,t
40865,,Tonga,1.0,f
22824,,Rwanda,1.0,f
36597,,Zimbabwe,1.0,t
41784,100%,Rwanda,3.0,f
8098,100%,Niue,1.0,f
43893,,Christmas Island,1.0,f
8391,,,1.0,f
19808,89%,Denmark,2.0,f
26939,100%,Philippines,6.0,f
29636,100%,Cocos (Keeling) Islands,5.0,f
13797,100%,Mauritania,1.0,f
15791,100%,,1.0,f
35715,,Wallis and Futuna,1.0,t
30366,100%,Holy See (Vatican City State),2.0,t
6026,100%,Rwanda,1.0,t
19721,100%,Tonga,3.0,t
6681,,Philippines,2.0,t
25154,100%,,2.0,t
21724,,Sao Tome and Principe,3.0,t
24974,,Niger,7.0,f
49587,100%,Brazil,1.0,f
9804,100%,Russian Federation,1.0,f
30633,100%,Anguilla,1.0,f
18933,75%,Venezuela,10.0,f
11255,93%,Suriname,41.0,f
21521,,Niue,1.0,f
5351,,Marshall Islands,1.0,f
15507,100%,Micronesia,2.0,f
5036,100%,Niue,1.0,t
26093,,Nicaragua,1.0,f
16030,100%,Gambia,2.0,f
39454,,Marshall Islands,1.0,f
42715,100%,Niue,6.0,t
38595,,El Salvador,1.0,t
40294,100%,Barbados,6.0,f
24501,100%,Andorra,2.0,t
25128,100%,Barbados,5.0,t
40929,,Zimbabwe,1.0,t
40078,100%,Croatia,7.0,t
15179,100%,,1.0,t
39485,100%,Marshall Islands,1.0,t
26579,75%,Libyan Arab Jamahiriya,1.0,t
863,100%,Indonesia,6.0,f
27258,100%,,1.0,f
34532,100%,Monaco,1.0,f
33131,,Isle of Man,1.0,f
43486,100%,Niue,1.0,f
23478,,,1.0,t
9058,100%,Bouvet Island (Bouvetoya),1.0,f
46283,,,2.0,t
19602,100%,Lithuania,24.0,f
26561,,Anguilla,3.0,f
16520,100%,Marshall Islands,22.0,f
30325,100%,,1.0,f
39584,100%,Lithuania,1.0,f
32181,,,1.0,t
20133,,Turkmenistan,1.0,f
10268,,,4.0,t
12025,100%,,1.0,f
41273,,Bosnia and Herzegovina,1.0,f
48619,100%,Russian Federation,1.0,f
47925,100%,Lebanon,1.0,f
40364,100%,Tonga,25.0,f
33806,,Monaco,1.0,t
39446,,Uzbekistan,1.0,f
30355,100%,Barbados,3.0,t
39678,,Russian Federation,1.0,f
45981,92%,Maldives,11.0,t
7620,100%,Togo,4.0,f
12721,,,1.0,t
36429,,,1.0,f
6961,,Niue,1.0,t
8413,100%,Gambia,1.0,f
5420,100%,Tonga,41.0,f
28581,100%,Sao Tome and Principe,2.0,f
39892,100%,Tonga,31.0,t
29095,,Jersey,1.0,f
12973,100%,United Kingdom,1.0,t
4646,100%,Maldives,8.0,f
33817,100%,Gibraltar,62.0,f
45290,,,1.0,f
16371,95%,Bouvet Island (Bouvetoya),29.0,f
12715,100%,Estonia,29.0,f
43903,100%,,1.0,f
9774,,Malta,1.0,f
4106,0%,,1.0,f
19811,90%,Nicaragua,21.0,t
31160,100%,Bosnia and Herzegovina,2.0,f
5507,,Uganda,1.0,f
11172,100%,Guinea,2.0,t
878,100%,Kiribati,3.0,t
1879,,Nauru,1.0,f
14240,100%,Chile,3.0,t
687,100%,Kiribati,2.0,t
45624,,,1.0,f
22671,,Peru,1.0,f
47362,,Russian Federation,1.0,t
35185,100%,Lebanon,2.0,t
29833,,Zimbabwe,1.0,f
1042,,,1.0,t
33469,,,1.0,f
27785,100%,Uzbekistan,58.0,f
21615,100%,Montserrat,4.0,f
18072,99%,Montserrat,37.0,f
37530,,Niue,1.0,t
29647,100%,Peru,1305.0,f
48810,,Uzbekistan,1.0,t
49934,100%,Liberia,9.0,t
8062,,Estonia,1.0,f
39170,,Malta,1.0,f
23574,,Isle of Man,1.0,t
41427,100%,,1.0,f
25554,100%,Somalia,2.0,t
47889,100%,Turkmenistan,2.0,f
28414,100%,Uzbekistan,22.0,f
8438,62%,Nicaragua,9.0,t
20736,100%,Russian Federation,3.0,t
42142,100%,Tonga,1.0,f
28365,,China,4.0,t
27869,,Turkmenistan,1.0,f
29560,,Croatia,4.0,t
28875,100%,,1.0,t
41856,100%,Maldives,13.0,t
49983,0%,,1.0,f
2846,62%,United Kingdom,2.0,t
35270,,,2.0,f
21071,100%,Marshall Islands,2.0,t
30421,,El Salvador,1.0,t
5741,,Cuba,1.0,f
32611,100%,Ecuador,1.0,f
42039,71%,,1.0,t
19078,,Croatia,2.0,f
12545,,,1.0,t
5213,100%,Niue,1.0,f
16944,50%,Malta,1.0,t
45111,100%,Sao Tome and Principe,420.0,f
976,100%,Zimbabwe,2.0,t
42122,,French Guiana,1.0,t
10508,,Micronesia,1.0,f
36868,100%,Chile,1.0,t
45779,100%,Portugal,1.0,f
528,,,2.0,t
33814,,Faroe Islands,9.0,f
20334,99%,Niger,171.0,t
24358,100%,Cape Verde,1.0,f
35217,100%,,5.0,f
11811,,Denmark,4.0,f
7246,100%,Niue,6.0,f
38868,100%,Montserrat,7.0,f
2514,100%,,2.0,f
24710,,Peru,1.0,f
45937,,,1.0,t
11880,100%,El Salvador,1.0,f
42608,,,1.0,t
37492,100%,Niue,1.0,f
44960,,,2.0,f
38889,100%,,1.0,f
28261,100%,Tanzania,2.0,f
47265,100%,Lebanon,1.0,t
33669,100%,Malta,2.0,t
26795,,El Salvador,1.0,t
29665,93%,,3.0,f
18601,,,1.0,f
49962,,Isle of Man,2.0,f
48214,100%,Canada,1.0,f
45393,,Bosnia and Herzegovina,1.0,t
45,,,1.0,f
19217,98%,Marshall Islands,46.0,f
48603,100%,Guinea,40.0,f
15027,,Isle of Man,1.0,f
27542,100%,Montserrat,1.0,f
35401,,,1.0,f
16784,100%,Turkmenistan,3.0,t
13022,,Pakistan,1.0,f
42752,,,1.0,f
656,,,2.0,f
41878,91%,Maldives,47.0,f
31801,50%,Tonga,2.0,f
13795,100%,Rwanda,1.0,t
36900,100%,,1.0,t
16523,,Papua New Guinea,1.0,t
4745,100%,Croatia,119.0,f
9896,100%,Turkmenistan,2.0,f
28214,100%,,1.0,f
21911,,Rwanda,2.0,t
38701,40%,Niger,27.0,f
45762,,Isle of Man,1.0,f
29647,100%,Peru,1305.0,f
18933,75%,Venezuela,10.0,f
3254,,Tonga,16.0,t
42938,100%,,1.0,f
37257,100%,Rwanda,2.0,f
39314,,Zimbabwe,1.0,f
40490,100%,Vanuatu,2.0,t
3725,,Tonga,1.0,f
41155,,,7.0,f
9723,100%,Rwanda,3.0,t
15368,,,85.0,f
28312,100%,Lebanon,2.0,t
41028,100%,Micronesia,1.0,f
24389,100%,,2.0,t
34706,100%,Marshall Islands,8.0,f
45799,,Kiribati,6.0,t
35405,100%,Tanzania,1.0,f
19842,85%,Turkmenistan,53.0,f
47326,,,1.0,f
23842,,Palestinian Territory,1.0,f
33865,,,1.0,f
41518,100%,Montserrat,13.0,t
15923,,Denmark,1.0,f
37646,100%,Estonia,60.0,f
46793,,,1.0,f
45436,100%,Tonga,2.0,f
1,,Anguilla,2.0,t
3198,100%,,1.0,t
14114,100%,Micronesia,3.0,t
25935,,,1.0,f
1748,86%,,1.0,f
33359,,Fiji,1.0,t
27785,100%,Uzbekistan,58.0,f
20334,99%,Niger,171.0,t
14196,76%,Indonesia,4.0,f
15368,,,85.0,f
16565,,Denmark,1.0,f
24263,,,1.0,f
27660,,,1.0,f
31790,100%,Russian Federation,2.0,f
14691,,Greenland,1.0,f
30286,100%,Montserrat,39.0,f
27551,,Guinea,1.0,f
43428,73%,Faroe Islands,9.0,t
30765,,Marshall Islands,2.0,f
22045,,Russian Federation,1.0,f
19214,100%,Senegal,55.0,f
40300,,Bahrain,1.0,f
2568,50%,Gibraltar,1.0,f
24991,100%,Indonesia,14.0,f
31991,,Croatia,1.0,t
13917,100%,Togo,1.0,f
12219,,Jersey,1.0,f
2993,100%,,1.0,f
46657,100%,Mauritania,1.0,f
8664,,Afghanistan,1.0,f
18096,100%,Afghanistan,1.0,f
48340,,Turkmenistan,1.0,t
33626,,Monaco,1.0,t
5775,,Gambia,1.0,f
19603,98%,Cuba,12.0,f
35199,50%,,2.0,f
48002,,Tonga,2.0,t
15696,,Uzbekistan,1.0,f
7731,100%,Congo,1.0,f
35078,100%,Venezuela,1.0,f
16740,,Uganda,1.0,t
25679,100%,Barbados,3.0,t
34645,,,1.0,f
13834,,Kiribati,9.0,f
5547,,Papua New Guinea,1.0,f
5328,,Sao Tome and Principe,1.0,f
21110,100%,Cape Verde,1.0,f
43777,100%,Denmark,18.0,f
34739,,Afghanistan,1.0,t
24071,100%,Indonesia,22.0,f
19944,100%,Kiribati,12.0,f
4228,,Niger,11.0,f
37033,,Sao Tome and Principe,1.0,t
23273,50%,Switzerland,3.0,f
5808,,,1.0,t
32738,100%,Vanuatu,1.0,f
23090,79%,Estonia,3.0,f
30139,,,1.0,t
39356,100%,Malta,2.0,t
16620,100%,Puerto Rico,3.0,f
41671,100%,Kenya,2.0,t
46235,,Turks and Caicos Islands,1.0,f
24633,,Chad,3.0,t
19821,,Slovakia (Slovak Republic),1.0,t
48782,100%,Bosnia and Herzegovina,2.0,f
6495,89%,Tonga,34.0,f
42996,,Jersey,1.0,f
8595,100%,Lebanon,3.0,t
18511,,Palestinian Territory,1.0,f
19766,40%,Monaco,3.0,f
29647,100%,Peru,1305.0,f
3391,100%,Iran,58.0,t
37244,,Anguilla,8.0,t
27203,,Bouvet Island (Bouvetoya),13.0,f
38162,100%,Niger,8.0,f
11701,100%,,1.0,t
32212,,Puerto Rico,1.0,f
5440,,Monaco,1.0,t
13112,100%,Faroe Islands,2.0,t
46256,,Zimbabwe,2.0,t
48042,,,1.0,f
1279,100%,,5.0,f
47313,80%,Costa Rica,4.0,f
41379,100%,France,2.0,t
228,67%,,2.0,t
42745,100%,,1.0,t
36115,100%,Afghanistan,3.0,f
31451,,Turks and Caicos Islands,4.0,f
10351,98%,El Salvador,15.0,f
45581,100%,Venezuela,1.0,f
7496,,,1.0,f
30405,,,1.0,f
47929,100%,Mauritania,2.0,f
30216,98%,Maldives,34.0,f
2241,,,1.0,f
4458,,French Guiana,1.0,t
49061,,Niue,1.0,f
18484,100%,Gambia,108.0,f
29497,100%,,1.0,f
38042,,Uzbekistan,2.0,t
25147,99%,Niger,48.0,f
10929,,Niger,1.0,f
18088,100%,Marshall Islands,3.0,t
5647,,Bosnia and Herzegovina,4.0,t
29647,100%,Peru,1305.0,f
42761,,Malta,1.0,t
47871,,,1.0,t
45051,100%,Bouvet Island (Bouvetoya),1.0,f
36252,,Turkmenistan,1.0,f
15008,100%,Croatia,2.0,f
12657,,Russian Federation,1.0,f
20227,,Niue,1.0,f
5752,,,1.0,t
8900,,Cape Verde,1.0,t
24946,,Reunion,1.0,f
36317,,Uzbekistan,1.0,f
39370,,Marshall Islands,1.0,f
23634,,Marshall Islands,1.0,t
31674,,Nicaragua,1.0,f
43429,,Turks and Caicos Islands,2.0,f
37671,,Barbados,1.0,f
10315,,,1.0,f
31262,,,1.0,f
30611,33%,,1.0,t
20506,,Anguilla,2.0,f
35439,94%,United Kingdom,23.0,t
37557,100%,Brazil,4.0,t
25374,100%,Tonga,8.0,f
20885,,Turks and Caicos Islands,1.0,t
3256,100%,Estonia,2.0,f
18737,,,1.0,f
11619,80%,,1.0,f
38732,,Chad,2.0,t
35548,,Guernsey,1.0,t
4982,100%,Isle of Man,1.0,t
15810,100%,Niger,2.0,f
3259,,Kenya,1.0,f
6382,100%,,3.0,f
22958,,,1.0,t
23430,100%,Reunion,16.0,f
28204,,,1.0,t
42370,100%,Marshall Islands,6.0,f
45938,,,1.0,f
36962,50%,Marshall Islands,1.0,f
34697,,Indonesia,1.0,f
11306,100%,Togo,2.0,f
29693,100%,,1.0,t
32203,100%,Barbados,176.0,f
13097,100%,Uganda,4.0,t
8430,,Peru,7.0,t
14007,,Zimbabwe,2.0,t
15722,100%,Turkmenistan,11.0,t
26768,,Indonesia,9.0,f
28682,,Chile,1.0,f
36629,,,1.0,t
35090,100%,Niger,2.0,f
3376,,Nicaragua,8.0,t
33124,100%,Niue,1.0,t
46123,100%,Tunisia,1.0,t
47848,30%,Uzbekistan,1.0,t
42954,100%,Finland,1.0,f
27439,100%,Tanzania,1.0,t
19855,100%,Kiribati,37.0,t
21062,100%,,1.0,f
411,100%,Cuba,2.0,f
30817,100%,Senegal,1.0,t
15470,,,1.0,f
295,100%,Micronesia,2.0,t
39898,,,1.0,t
11442,90%,Maldives,5.0,f
3176,100%,Uzbekistan,1.0,t
6267,100%,Estonia,1.0,f
29647,100%,Peru,1305.0,f
25127,100%,United Kingdom,4.0,f
27415,100%,,1.0,f
44482,100%,,1.0,t
34102,100%,Nicaragua,6.0,f
42269,94%,Russian Federation,3.0,t
3365,100%,,1.0,t
35860,98%,Vietnam,4.0,t
35988,100%,Niue,1.0,f
7267,100%,France,2.0,f
38862,100%,Chile,3.0,t
5185,0%,Gambia,12.0,f
38137,99%,Zimbabwe,16.0,f
20498,100%,,1.0,t
3806,,,11.0,f
32185,,Russian Federation,1.0,f
19230,,Uzbekistan,3.0,f
1657,,Croatia,13.0,t
3977,,Nicaragua,1.0,f
45688,,Kenya,10.0,f
13539,100%,Papua New Guinea,1.0,f
10536,,Nauru,1.0,f
20411,100%,Pakistan,4.0,t
9315,0%,Canada,1.0,f
4804,100%,,1.0,t
46736,,Afghanistan,1.0,t
45888,,Anguilla,1.0,t
48462,,,1.0,f
41271,100%,,2.0,t
7979,100%,,109.0,f
47353,94%,Niue,20.0,f
26840,,Nicaragua,1.0,f
32161,100%,Nicaragua,5.0,t
15831,100%,Nicaragua,1.0,f
32629,100%,Maldives,3.0,f
7848,,,1.0,f
4717,,Isle of Man,1.0,f
28369,90%,Sao Tome and Principe,9.0,f
48870,,Marshall Islands,1.0,f
28725,,,1.0,f
40689,100%,Cuba,23.0,f
26898,100%,,1.0,f
10350,100%,Lithuania,2.0,t
22077,100%,Mauritania,10.0,f
21811,,Uzbekistan,1.0,t
32919,100%,Jersey,1.0,f
34416,100%,Guinea,5.0,f
3975,,Chad,1.0,f
34703,100%,Pakistan,1.0,f
2865,80%,,1.0,f
25925,100%,Guinea,1.0,t
16170,100%,Nicaragua,2.0,t
10957,100%,Russian Federation,1.0,t
23900,88%,,42.0,f
3966,100%,Micronesia,2.0,t
35905,,Micronesia,1.0,f
25696,100%,Korea,1.0,t
45111,100%,Sao Tome and Principe,420.0,f
23704,100%,France,1.0,f
33467,,Brazil,1.0,t
45111,100%,Sao Tome and Principe,420.0,f
28969,,,2.0,t
11255,93%,Suriname,41.0,f
17483,90%,Vanuatu,1.0,f
10883,100%,Niger,8.0,t
5041,100%,Chile,7.0,f
18557,67%,Monaco,2.0,f
6396,100%,Indonesia,1.0,t
9856,100%,Uzbekistan,2.0,t
18078,100%,Montserrat,13.0,t
28869,,Antarctica (the territory South of 60 deg S),172.0,f
25360,100%,Tonga,6.0,f
6032,,,1.0,t
37646,100%,Estonia,60.0,f
24025,,,1.0,f
10531,,Gibraltar,1.0,t
24268,,Greenland,5.0,f
37409,100%,,1.0,f
37085,,Guinea,1.0,f
4170,,French Guiana,1.0,f
17817,100%,Croatia,13.0,t
35527,100%,Marshall Islands,13.0,f
49297,,Togo,1.0,f
45111,100%,Sao Tome and Principe,420.0,f
32341,70%,Russian Federation,5.0,f
8084,100%,Russian Federation,1.0,f
40827,,,1.0,f
21979,,,1.0,t
7637,,Mexico,1.0,f
48356,100%,Jersey,3.0,t
39489,,Kiribati,1.0,f
18459,100%,Zimbabwe,100.0,f
6319,,Niue,1.0,t
17215,97%,Maldives,9.0,f
40674,100%,Maldives,3.0,f
